timeStamp,,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Filename,Latency,Encoding,SampleCount,ErrorCount,Hostname,IdleTime,Connect
1.70E+12,B,1148,https://www.aliexpress.com/,200,OK,Users: 1-1,text,TRUE,,44401,687,6,6,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,984,UTF-8,1,0,DESKTOP-2QTKDAK,0,455
1.70E+12,B,1042,https://www.aliexpress.com/,200,OK,Users: 1-2,text,TRUE,,44408,687,7,7,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,901,UTF-8,1,0,DESKTOP-2QTKDAK,0,435
1.70E+12,B,1477,https://www.aliexpress.com/,200,OK,Users: 1-3,text,TRUE,,44408,687,10,10,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,1001,UTF-8,1,0,DESKTOP-2QTKDAK,0,447
1.70E+12,B,1286,https://www.aliexpress.com/,200,OK,Users: 1-4,text,TRUE,,42975,687,10,10,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,715,UTF-8,1,0,DESKTOP-2QTKDAK,0,499
1.70E+12,B,1087,https://www.aliexpress.com/,200,OK,Users: 1-5,text,TRUE,,43013,687,10,10,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,719,UTF-8,1,0,DESKTOP-2QTKDAK,0,435
1.70E+12,B,1006,https://www.aliexpress.com/,200,OK,Users: 1-6,text,TRUE,,42976,687,11,11,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,894,UTF-8,1,0,DESKTOP-2QTKDAK,0,435
1.70E+12,A,867,https://www.aliexpress.com/,200,OK,Users: 1-8,text,TRUE,,42975,687,12,12,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,675,UTF-8,1,0,DESKTOP-2QTKDAK,0,487
1.70E+12,A,963,https://www.aliexpress.com/,200,OK,Users: 1-10,text,TRUE,,42975,687,14,14,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,667,UTF-8,1,0,DESKTOP-2QTKDAK,0,401
1.70E+12,B,1184,https://www.aliexpress.com/,200,OK,Users: 1-11,text,TRUE,,43135,687,16,16,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,965,UTF-8,1,0,DESKTOP-2QTKDAK,0,556
1.70E+12,B,2002,https://www.aliexpress.com/,200,OK,Users: 1-7,text,TRUE,,43187,687,17,17,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,1841,UTF-8,1,0,DESKTOP-2QTKDAK,0,1672
1.70E+12,B,1015,https://www.aliexpress.com/,200,OK,Users: 1-12,text,TRUE,,43276,687,17,17,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,844,UTF-8,1,0,DESKTOP-2QTKDAK,0,675
1.70E+12,A,780,https://www.aliexpress.com/,200,OK,Users: 1-14,text,TRUE,,43069,687,17,17,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,595,UTF-8,1,0,DESKTOP-2QTKDAK,0,412
1.70E+12,A,838,https://www.aliexpress.com/,200,OK,Users: 1-15,text,TRUE,,42977,687,19,19,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,804,UTF-8,1,0,DESKTOP-2QTKDAK,0,446
1.70E+12,A,805,https://www.aliexpress.com/,200,OK,Users: 1-16,text,TRUE,,42977,687,20,20,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,643,UTF-8,1,0,DESKTOP-2QTKDAK,0,416
1.70E+12,B,2363,https://www.aliexpress.com/,200,OK,Users: 1-9,text,TRUE,,43012,687,20,20,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,640,UTF-8,1,0,DESKTOP-2QTKDAK,0,455
1.70E+12,A,811,https://www.aliexpress.com/,200,OK,Users: 1-17,text,TRUE,,42975,687,21,21,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,642,UTF-8,1,0,DESKTOP-2QTKDAK,0,450
1.70E+12,A,767,https://www.aliexpress.com/,200,OK,Users: 1-18,text,TRUE,,42976,687,21,21,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,597,UTF-8,1,0,DESKTOP-2QTKDAK,0,414
1.70E+12,B,1884,https://www.aliexpress.com/,200,OK,Users: 1-13,text,TRUE,,42978,687,22,22,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,1350,UTF-8,1,0,DESKTOP-2QTKDAK,0,612
1.70E+12,A,925,https://www.aliexpress.com/,200,OK,Users: 1-19,text,TRUE,,42976,687,23,23,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,647,UTF-8,1,0,DESKTOP-2QTKDAK,0,462
1.70E+12,B,1071,https://www.aliexpress.com/,200,OK,Users: 1-22,text,TRUE,,43071,687,27,27,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,788,UTF-8,1,0,DESKTOP-2QTKDAK,0,487
1.70E+12,B,1381,https://www.aliexpress.com/,200,OK,Users: 1-21,text,TRUE,,42975,687,27,27,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,1343,UTF-8,1,0,DESKTOP-2QTKDAK,0,492
1.70E+12,B,1594,https://www.aliexpress.com/,200,OK,Users: 1-20,text,TRUE,,42975,687,28,28,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,1444,UTF-8,1,0,DESKTOP-2QTKDAK,0,420
1.70E+12,A,969,https://www.aliexpress.com/,200,OK,Users: 1-24,text,TRUE,,42763,687,28,28,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,757,UTF-8,1,0,DESKTOP-2QTKDAK,0,505
1.70E+12,B,1224,https://www.aliexpress.com/,200,OK,Users: 1-25,text,TRUE,,43032,687,31,31,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,649,UTF-8,1,0,DESKTOP-2QTKDAK,0,430
1.70E+12,B,1330,https://www.aliexpress.com/,200,OK,Users: 1-26,text,TRUE,,43031,687,32,32,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,1329,UTF-8,1,0,DESKTOP-2QTKDAK,0,589
1.70E+12,A,973,https://www.aliexpress.com/,200,OK,Users: 1-28,text,TRUE,,42975,687,32,32,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,966,UTF-8,1,0,DESKTOP-2QTKDAK,0,619
1.70E+12,B,1430,https://www.aliexpress.com/,200,OK,Users: 1-27,text,TRUE,,42975,687,34,34,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,1242,UTF-8,1,0,DESKTOP-2QTKDAK,0,650
1.70E+12,A,871,https://www.aliexpress.com/,200,OK,Users: 1-30,text,TRUE,,42977,687,34,34,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,707,UTF-8,1,0,DESKTOP-2QTKDAK,0,531
1.70E+12,B,2318,https://www.aliexpress.com/,200,OK,Users: 1-23,text,TRUE,,42976,687,34,34,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,1261,UTF-8,1,0,DESKTOP-2QTKDAK,0,1027
1.70E+12,B,1152,https://www.aliexpress.com/,200,OK,Users: 1-29,text,TRUE,,42976,687,34,34,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,992,UTF-8,1,0,DESKTOP-2QTKDAK,0,812
1.70E+12,B,1034,https://www.aliexpress.com/,200,OK,Users: 1-33,text,TRUE,,43277,687,38,38,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,853,UTF-8,1,0,DESKTOP-2QTKDAK,0,424
1.70E+12,A,763,https://www.aliexpress.com/,200,OK,Users: 1-35,text,TRUE,,42976,687,38,38,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,758,UTF-8,1,0,DESKTOP-2QTKDAK,0,409
1.70E+12,B,1086,https://www.aliexpress.com/,200,OK,Users: 1-34,text,TRUE,,42976,687,39,39,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,1085,UTF-8,1,0,DESKTOP-2QTKDAK,0,698
1.70E+12,B,1501,https://www.aliexpress.com/,200,OK,Users: 1-32,text,TRUE,,43032,687,39,39,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,1462,UTF-8,1,0,DESKTOP-2QTKDAK,0,945
1.70E+12,B,1806,https://www.aliexpress.com/,200,OK,Users: 1-31,text,TRUE,,43032,687,40,40,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,1617,UTF-8,1,0,DESKTOP-2QTKDAK,0,1447
1.70E+12,B,2110,https://www.aliexpress.com/,200,OK,Users: 1-36,text,TRUE,,43032,687,46,46,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,1501,UTF-8,1,0,DESKTOP-2QTKDAK,0,557
1.70E+12,B,1000,https://www.aliexpress.com/,200,OK,Users: 1-42,text,TRUE,,42975,687,47,47,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,584,UTF-8,1,0,DESKTOP-2QTKDAK,0,431
1.70E+12,B,1651,https://www.aliexpress.com/,200,OK,Users: 1-39,text,TRUE,,42976,687,47,47,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,1488,UTF-8,1,0,DESKTOP-2QTKDAK,0,559
1.70E+12,B,1947,https://www.aliexpress.com/,200,OK,Users: 1-38,text,TRUE,,43276,687,47,47,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,1546,UTF-8,1,0,DESKTOP-2QTKDAK,0,1159
1.70E+12,B,1066,https://www.aliexpress.com/,200,OK,Users: 1-43,text,TRUE,,42976,687,48,48,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,838,UTF-8,1,0,DESKTOP-2QTKDAK,0,433
1.70E+12,B,2497,https://www.aliexpress.com/,200,OK,Users: 1-37,text,TRUE,,42975,687,49,49,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,1269,UTF-8,1,0,DESKTOP-2QTKDAK,0,454
1.70E+12,B,1126,https://www.aliexpress.com/,200,OK,Users: 1-46,text,TRUE,,42976,687,50,50,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,822,UTF-8,1,0,DESKTOP-2QTKDAK,0,491
1.70E+12,B,1602,https://www.aliexpress.com/,200,OK,Users: 1-45,text,TRUE,,42976,687,50,50,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,845,UTF-8,1,0,DESKTOP-2QTKDAK,0,448
1.70E+12,B,3416,Women's Sunglasses Category,200,OK,Users: 1-2,text,TRUE,,462189,1865,50,50,https://www.aliexpress.com/w/wholesale-Women's-Sunglasses.html?spm=a2g0o.categorymp.0.0.74cevY9rvY9r6e&isFromCategory=y&categoryUrlParams=%7B%22q%22%3A%22Women%27s+Sunglasses%22%2C%22s%22%3A%22qp_nw%22%2C%22osf%22%3A%22category_navigate%22%2C%22sg_search_params%22%3A%22on___%2528%2520prism_tag_id%253A%25271000337683%2527%2520%2529%22%2C%22guide_trace%22%3A%2238b49dbb-039e-4d8a-b48e-14d6fe76f8bb%22%2C%22scene_id%22%3A%2232124%22%2C%22searchBizScene%22%3A%22openSearch%22%2C%22recog_lang%22%3A%22en%22%2C%22bizScene%22%3A%22category_navigate%22%2C%22guideModule%22%3A%22category_navigate_vertical%22%2C%22postCatIds%22%3A%22200000297%2C36%2C1501%2C18%2C200003922%22%2C%22scene%22%3A%22category_navigate%22%7D,,1178,UTF-8,1,0,DESKTOP-2QTKDAK,0,0
1.70E+12,B,1158,https://www.aliexpress.com/,200,OK,Users: 1-49,text,TRUE,,42975,687,50,50,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,849,UTF-8,1,0,DESKTOP-2QTKDAK,0,413
1.70E+12,B,4015,Women's Sunglasses Category,200,OK,Users: 1-1,text,TRUE,,511791,1862,50,50,https://www.aliexpress.com/w/wholesale-Women's-Sunglasses.html?spm=a2g0o.categorymp.0.0.74cevY9rvY9r6e&isFromCategory=y&categoryUrlParams=%7B%22q%22%3A%22Women%27s+Sunglasses%22%2C%22s%22%3A%22qp_nw%22%2C%22osf%22%3A%22category_navigate%22%2C%22sg_search_params%22%3A%22on___%2528%2520prism_tag_id%253A%25271000337683%2527%2520%2529%22%2C%22guide_trace%22%3A%2238b49dbb-039e-4d8a-b48e-14d6fe76f8bb%22%2C%22scene_id%22%3A%2232124%22%2C%22searchBizScene%22%3A%22openSearch%22%2C%22recog_lang%22%3A%22en%22%2C%22bizScene%22%3A%22category_navigate%22%2C%22guideModule%22%3A%22category_navigate_vertical%22%2C%22postCatIds%22%3A%22200000297%2C36%2C1501%2C18%2C200003922%22%2C%22scene%22%3A%22category_navigate%22%7D,,1490,UTF-8,1,0,DESKTOP-2QTKDAK,0,0
1.70E+12,B,1844,https://www.aliexpress.com/,200,OK,Users: 1-50,text,TRUE,,43032,687,50,50,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,1035,UTF-8,1,0,DESKTOP-2QTKDAK,0,471
1.70E+12,B,2745,https://www.aliexpress.com/,200,OK,Users: 1-47,text,TRUE,,42976,687,50,50,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,1558,UTF-8,1,0,DESKTOP-2QTKDAK,0,1048
1.70E+12,B,4126,Women's Sunglasses Category,200,OK,Users: 1-3,text,TRUE,,494703,1865,50,50,https://www.aliexpress.com/w/wholesale-Women's-Sunglasses.html?spm=a2g0o.categorymp.0.0.74cevY9rvY9r6e&isFromCategory=y&categoryUrlParams=%7B%22q%22%3A%22Women%27s+Sunglasses%22%2C%22s%22%3A%22qp_nw%22%2C%22osf%22%3A%22category_navigate%22%2C%22sg_search_params%22%3A%22on___%2528%2520prism_tag_id%253A%25271000337683%2527%2520%2529%22%2C%22guide_trace%22%3A%2238b49dbb-039e-4d8a-b48e-14d6fe76f8bb%22%2C%22scene_id%22%3A%2232124%22%2C%22searchBizScene%22%3A%22openSearch%22%2C%22recog_lang%22%3A%22en%22%2C%22bizScene%22%3A%22category_navigate%22%2C%22guideModule%22%3A%22category_navigate_vertical%22%2C%22postCatIds%22%3A%22200000297%2C36%2C1501%2C18%2C200003922%22%2C%22scene%22%3A%22category_navigate%22%7D,,1843,UTF-8,1,0,DESKTOP-2QTKDAK,0,0
1.70E+12,B,3938,Women's Sunglasses Category,200,OK,Users: 1-8,text,TRUE,,472909,1348,50,50,https://www.aliexpress.com/w/wholesale-Women's-Sunglasses.html?spm=a2g0o.categorymp.0.0.74cevY9rvY9r6e&isFromCategory=y&categoryUrlParams=%7B%22q%22%3A%22Women%27s+Sunglasses%22%2C%22s%22%3A%22qp_nw%22%2C%22osf%22%3A%22category_navigate%22%2C%22sg_search_params%22%3A%22on___%2528%2520prism_tag_id%253A%25271000337683%2527%2520%2529%22%2C%22guide_trace%22%3A%2238b49dbb-039e-4d8a-b48e-14d6fe76f8bb%22%2C%22scene_id%22%3A%2232124%22%2C%22searchBizScene%22%3A%22openSearch%22%2C%22recog_lang%22%3A%22en%22%2C%22bizScene%22%3A%22category_navigate%22%2C%22guideModule%22%3A%22category_navigate_vertical%22%2C%22postCatIds%22%3A%22200000297%2C36%2C1501%2C18%2C200003922%22%2C%22scene%22%3A%22category_navigate%22%7D,,898,UTF-8,1,0,DESKTOP-2QTKDAK,0,0
1.70E+12,B,2917,https://www.aliexpress.com/,200,OK,Users: 1-48,text,TRUE,,42977,687,50,50,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,2847,UTF-8,1,0,DESKTOP-2QTKDAK,0,2386
1.70E+12,B,4424,Women's Sunglasses Category,200,OK,Users: 1-4,text,TRUE,,475429,1348,50,50,https://www.aliexpress.com/w/wholesale-Women's-Sunglasses.html?spm=a2g0o.categorymp.0.0.74cevY9rvY9r6e&isFromCategory=y&categoryUrlParams=%7B%22q%22%3A%22Women%27s+Sunglasses%22%2C%22s%22%3A%22qp_nw%22%2C%22osf%22%3A%22category_navigate%22%2C%22sg_search_params%22%3A%22on___%2528%2520prism_tag_id%253A%25271000337683%2527%2520%2529%22%2C%22guide_trace%22%3A%2238b49dbb-039e-4d8a-b48e-14d6fe76f8bb%22%2C%22scene_id%22%3A%2232124%22%2C%22searchBizScene%22%3A%22openSearch%22%2C%22recog_lang%22%3A%22en%22%2C%22bizScene%22%3A%22category_navigate%22%2C%22guideModule%22%3A%22category_navigate_vertical%22%2C%22postCatIds%22%3A%22200000297%2C36%2C1501%2C18%2C200003922%22%2C%22scene%22%3A%22category_navigate%22%7D,,1862,UTF-8,1,0,DESKTOP-2QTKDAK,0,0
1.70E+12,B,4369,Women's Sunglasses Category,200,OK,Users: 1-6,text,TRUE,,522091,1348,50,50,https://www.aliexpress.com/w/wholesale-Women's-Sunglasses.html?spm=a2g0o.categorymp.0.0.74cevY9rvY9r6e&isFromCategory=y&categoryUrlParams=%7B%22q%22%3A%22Women%27s+Sunglasses%22%2C%22s%22%3A%22qp_nw%22%2C%22osf%22%3A%22category_navigate%22%2C%22sg_search_params%22%3A%22on___%2528%2520prism_tag_id%253A%25271000337683%2527%2520%2529%22%2C%22guide_trace%22%3A%2238b49dbb-039e-4d8a-b48e-14d6fe76f8bb%22%2C%22scene_id%22%3A%2232124%22%2C%22searchBizScene%22%3A%22openSearch%22%2C%22recog_lang%22%3A%22en%22%2C%22bizScene%22%3A%22category_navigate%22%2C%22guideModule%22%3A%22category_navigate_vertical%22%2C%22postCatIds%22%3A%22200000297%2C36%2C1501%2C18%2C200003922%22%2C%22scene%22%3A%22category_navigate%22%7D,,1669,UTF-8,1,0,DESKTOP-2QTKDAK,0,0
1.70E+12,B,4502,Women's Sunglasses Category,200,OK,Users: 1-5,text,TRUE,,473201,1348,50,50,https://www.aliexpress.com/w/wholesale-Women's-Sunglasses.html?spm=a2g0o.categorymp.0.0.74cevY9rvY9r6e&isFromCategory=y&categoryUrlParams=%7B%22q%22%3A%22Women%27s+Sunglasses%22%2C%22s%22%3A%22qp_nw%22%2C%22osf%22%3A%22category_navigate%22%2C%22sg_search_params%22%3A%22on___%2528%2520prism_tag_id%253A%25271000337683%2527%2520%2529%22%2C%22guide_trace%22%3A%2238b49dbb-039e-4d8a-b48e-14d6fe76f8bb%22%2C%22scene_id%22%3A%2232124%22%2C%22searchBizScene%22%3A%22openSearch%22%2C%22recog_lang%22%3A%22en%22%2C%22bizScene%22%3A%22category_navigate%22%2C%22guideModule%22%3A%22category_navigate_vertical%22%2C%22postCatIds%22%3A%22200000297%2C36%2C1501%2C18%2C200003922%22%2C%22scene%22%3A%22category_navigate%22%7D,,1897,UTF-8,1,0,DESKTOP-2QTKDAK,0,0
1.70E+12,A,532,Home Page,200,OK,Users: 1-1,text,TRUE,,42662,1265,50,50,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,517,UTF-8,1,0,DESKTOP-2QTKDAK,0,0
1.70E+12,C,5473,https://www.aliexpress.com/,200,OK,Users: 1-41,text,TRUE,,42977,687,50,50,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,4945,UTF-8,1,0,DESKTOP-2QTKDAK,0,4476
1.70E+12,B,4375,Women's Sunglasses Category,200,OK,Users: 1-12,text,TRUE,,484347,1348,50,50,https://www.aliexpress.com/w/wholesale-Women's-Sunglasses.html?spm=a2g0o.categorymp.0.0.74cevY9rvY9r6e&isFromCategory=y&categoryUrlParams=%7B%22q%22%3A%22Women%27s+Sunglasses%22%2C%22s%22%3A%22qp_nw%22%2C%22osf%22%3A%22category_navigate%22%2C%22sg_search_params%22%3A%22on___%2528%2520prism_tag_id%253A%25271000337683%2527%2520%2529%22%2C%22guide_trace%22%3A%2238b49dbb-039e-4d8a-b48e-14d6fe76f8bb%22%2C%22scene_id%22%3A%2232124%22%2C%22searchBizScene%22%3A%22openSearch%22%2C%22recog_lang%22%3A%22en%22%2C%22bizScene%22%3A%22category_navigate%22%2C%22guideModule%22%3A%22category_navigate_vertical%22%2C%22postCatIds%22%3A%22200000297%2C36%2C1501%2C18%2C200003922%22%2C%22scene%22%3A%22category_navigate%22%7D,,1533,UTF-8,1,0,DESKTOP-2QTKDAK,0,0
1.70E+12,B,3635,Women's Sunglasses Category,200,OK,Users: 1-17,text,TRUE,,484585,1348,50,50,https://www.aliexpress.com/w/wholesale-Women's-Sunglasses.html?spm=a2g0o.categorymp.0.0.74cevY9rvY9r6e&isFromCategory=y&categoryUrlParams=%7B%22q%22%3A%22Women%27s+Sunglasses%22%2C%22s%22%3A%22qp_nw%22%2C%22osf%22%3A%22category_navigate%22%2C%22sg_search_params%22%3A%22on___%2528%2520prism_tag_id%253A%25271000337683%2527%2520%2529%22%2C%22guide_trace%22%3A%2238b49dbb-039e-4d8a-b48e-14d6fe76f8bb%22%2C%22scene_id%22%3A%2232124%22%2C%22searchBizScene%22%3A%22openSearch%22%2C%22recog_lang%22%3A%22en%22%2C%22bizScene%22%3A%22category_navigate%22%2C%22guideModule%22%3A%22category_navigate_vertical%22%2C%22postCatIds%22%3A%22200000297%2C36%2C1501%2C18%2C200003922%22%2C%22scene%22%3A%22category_navigate%22%7D,,1308,UTF-8,1,0,DESKTOP-2QTKDAK,0,0
1.70E+12,C,5109,https://www.aliexpress.com/,200,OK,Users: 1-44,text,TRUE,,43032,687,50,50,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,1159,UTF-8,1,0,DESKTOP-2QTKDAK,0,498
1.70E+12,A,461,Home Page,200,OK,Users: 1-6,text,TRUE,,42801,1254,50,50,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,428,UTF-8,1,0,DESKTOP-2QTKDAK,0,0
1.70E+12,C,5442,Women's Sunglasses Category,200,OK,Users: 1-11,text,TRUE,,558836,1349,50,50,https://www.aliexpress.com/w/wholesale-Women's-Sunglasses.html?spm=a2g0o.categorymp.0.0.74cevY9rvY9r6e&isFromCategory=y&categoryUrlParams=%7B%22q%22%3A%22Women%27s+Sunglasses%22%2C%22s%22%3A%22qp_nw%22%2C%22osf%22%3A%22category_navigate%22%2C%22sg_search_params%22%3A%22on___%2528%2520prism_tag_id%253A%25271000337683%2527%2520%2529%22%2C%22guide_trace%22%3A%2238b49dbb-039e-4d8a-b48e-14d6fe76f8bb%22%2C%22scene_id%22%3A%2232124%22%2C%22searchBizScene%22%3A%22openSearch%22%2C%22recog_lang%22%3A%22en%22%2C%22bizScene%22%3A%22category_navigate%22%2C%22guideModule%22%3A%22category_navigate_vertical%22%2C%22postCatIds%22%3A%22200000297%2C36%2C1501%2C18%2C200003922%22%2C%22scene%22%3A%22category_navigate%22%7D,,1781,UTF-8,1,0,DESKTOP-2QTKDAK,0,0
1.70E+12,A,753,Home Page,200,OK,Users: 1-4,text,TRUE,,42801,1255,50,50,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,752,UTF-8,1,0,DESKTOP-2QTKDAK,0,0
1.70E+12,A,865,Home Page,200,OK,Users: 1-8,text,TRUE,,42801,1253,50,50,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,851,UTF-8,1,0,DESKTOP-2QTKDAK,0,0
1.70E+12,B,1066,Home Page,200,OK,Users: 1-3,text,TRUE,,42662,1268,50,50,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,1049,UTF-8,1,0,DESKTOP-2QTKDAK,0,0
1.70E+12,B,4538,Women's Sunglasses Category,200,OK,Users: 1-18,text,TRUE,,520001,1348,50,50,https://www.aliexpress.com/w/wholesale-Women's-Sunglasses.html?spm=a2g0o.categorymp.0.0.74cevY9rvY9r6e&isFromCategory=y&categoryUrlParams=%7B%22q%22%3A%22Women%27s+Sunglasses%22%2C%22s%22%3A%22qp_nw%22%2C%22osf%22%3A%22category_navigate%22%2C%22sg_search_params%22%3A%22on___%2528%2520prism_tag_id%253A%25271000337683%2527%2520%2529%22%2C%22guide_trace%22%3A%2238b49dbb-039e-4d8a-b48e-14d6fe76f8bb%22%2C%22scene_id%22%3A%2232124%22%2C%22searchBizScene%22%3A%22openSearch%22%2C%22recog_lang%22%3A%22en%22%2C%22bizScene%22%3A%22category_navigate%22%2C%22guideModule%22%3A%22category_navigate_vertical%22%2C%22postCatIds%22%3A%22200000297%2C36%2C1501%2C18%2C200003922%22%2C%22scene%22%3A%22category_navigate%22%7D,,1846,UTF-8,1,0,DESKTOP-2QTKDAK,0,0
1.70E+12,A,898,Home Page,200,OK,Users: 1-5,text,TRUE,,42801,1254,50,50,https://www.aliexpress.com/p/calp-plus/index.html?spm=a2g0o.home.category.4.24ea2145Ycofrx&categoryTab=accessories,,752,UTF-8,1,0,DESKTOP-2QTKDAK,0,0
