timeStamp,elapsed,label,responseCode,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
0.0,-0.24060860863655503,Login,422,Users 1-18,text,0,0.0,-1.0450781740730317,0.7127814238225114,0.6298987269683614,0.6298987269683614,-0.2183415779012502,-0.04476614810358452,-0.21569109373958728
0.0,-0.2419406869739824,Login,422,Users 1-14,text,0,0.0,-1.0451895135167577,0.7326142630471864,0.6298987269683614,0.6298987269683614,-0.22551284688785794,-0.04476614810358452,-0.21569109373958728
0.0,-0.24006010579173198,Login,422,Users 1-4,text,0,0.0,-1.0451793917491463,0.7145844092065728,0.6298987269683614,0.6298987269683614,-0.21219477591272926,-0.04476614810358452,-0.21569109373958728
0.0,-0.2413921841291594,Login,422,Users 1-13,text,0,0.0,-1.0451793917491463,0.7181903799746955,0.6298987269683614,0.6298987269683614,-0.2224394458935975,-0.04476614810358452,-0.21569109373958728
0.0,-0.23998174824247154,Login,422,Users 1-17,text,0,0.0,-1.0451186611434775,0.7163873945906342,0.6298987269683614,0.6298987269683614,-0.21168254241368584,-0.04476614810358452,-0.21569109373958728
0.0,-0.2376310217646585,Login,422,Users 1-20,text,0,0.0,-1.0452300005872035,0.7272053068950023,0.6298987269683614,0.6298987269683614,-0.19682777094142692,-0.04476614810358452,-0.21569109373958728
0.0,0.6972528984615927,https://github.com/,200,Users 1-31,text,1,0.0,0.9774433082811474,-1.0649621648619836,0.6298987269683614,0.6298987269683614,2.7229031736060167,-0.04476614810358452,2.1906128537537497
0.0,-0.2419406869739824,Login,422,Users 1-16,text,0,0.0,-1.0450781740730317,0.7344172484312477,0.6298987269683614,0.6298987269683614,-0.22551284688785794,-0.04476614810358452,-0.21569109373958728
0.0,-0.23935488784838807,Login,422,Users 1-23,text,0,0.0,-1.045199635284369,0.7091754530543888,0.6298987269683614,0.6298987269683614,-0.20809690792038196,-0.04476614810358452,-0.21569109373958728
0.0,-0.2327728537105115,Login,422,Users 1-28,text,0,0.0,-1.0451186611434775,0.7434321753515545,0.6298987269683614,0.6298987269683614,-0.16763046149595248,-0.04476614810358452,-0.21569109373958728
0.0,-0.23167584802086544,Login,422,Users 1-27,text,0,0.0,-1.045017443467363,0.7181903799746955,0.6298987269683614,0.6298987269683614,-0.16045919250934473,-0.04476614810358452,-0.21569109373958728
0.0,-0.21279167864910056,Login,422,Users 1-43,text,0,0.0,-1.0452907311928723,0.7235993361268795,0.6298987269683614,0.6298987269683614,-0.04008432023414311,-0.04476614810358452,-0.21569109373958728
0.0,-0.212870036198361,Login,422,Users 1-3,text,0,0.0,-1.045149026446312,0.7452351607356158,0.6298987269683614,0.6298987269683614,-0.034961985243709,-0.04476614810358452,-0.21569109373958728
0.0,-0.17706063618634216,Open Repository 1,200,Users 1-1,text,1,0.0,0.879292527752827,-0.21395306358502453,0.6298987269683614,0.6298987269683614,-0.11589487809256796,-0.04476614810358452,-0.21569109373958728
0.0,-0.04573338362585295,Login,422,Users 1-5,text,0,0.0,-1.045240122354815,0.725402321510941,0.6298987269683614,0.6298987269683614,-0.2142437099089029,-0.04476614810358452,-0.21569109373958728
0.0,-0.12009469787400585,Open Repository 1,200,Users 1-7,text,1,0.0,0.8790597270977634,-0.21034709281690184,0.6298987269683614,0.6298987269683614,0.06082567907740889,-0.04476614810358452,-0.21569109373958728
0.0,-0.11210222784944147,Open Repository 1,200,Users 1-9,text,1,0.0,0.8794342324993875,-0.21755903435314725,0.6298987269683614,0.6298987269683614,-0.06979386317866096,-0.04476614810358452,-0.21569109373958728
0.0,-0.12283721209812108,Open Repository 1,200,Users 1-10,text,1,0.0,0.8795354501755019,-0.21395306358502453,0.6298987269683614,0.6298987269683614,0.05724004458410502,-0.04476614810358452,-0.21569109373958728
0.0,0.8377479842855527,https://github.com/,200,Users 1-36,text,1,0.0,0.9768258804568485,-1.0649621648619836,0.6298987269683614,0.6298987269683614,2.3049206383865934,-0.04476614810358452,2.19744340023893
0.0,0.9592805431884875,https://github.com/,200,Users 1-30,text,1,0.0,0.9770384375766891,-1.0649621648619836,0.6298987269683614,0.6298987269683614,3.9947789517308068,-0.04476614810358452,2.704855424852285
0.0,0.6555666822550412,https://github.com/,200,Users 1-50,text,1,0.0,0.9771700205556381,-1.0649621648619836,0.6298987269683614,0.6298987269683614,0.9792603428622452,-0.04476614810358452,0.7396096218305575
0.0,0.70759609496397,https://github.com/,200,Users 1-47,text,1,0.0,0.9772307511613069,-1.0649621648619836,0.6298987269683614,0.6298987269683614,1.1027086161317072,-0.04476614810358452,0.8313341032029717
0.0,-0.24852272111185897,Open Repository 1,200,Users 1-11,text,1,0.0,0.8796872766896738,-0.20854410743284046,0.6298987269683614,0.6298987269683614,-0.3330818816869743,-0.04476614810358452,-0.21569109373958728
0.0,0.7767074534116738,https://github.com/,200,Users 1-44,text,1,0.0,0.9768360022244599,-1.0649621648619836,0.6298987269683614,0.6298987269683614,2.991825760603808,-0.04476614810358452,2.5257975277050724
0.0,0.7179392914663475,https://github.com/,200,Users 1-48,text,1,0.0,0.9772408729289183,-1.0649621648619836,0.6298987269683614,0.6298987269683614,1.193373945462391,-0.04476614810358452,0.9347680928356943
0.0,1.1221075305516717,https://github.com/,200,Users 1-24,text,1,0.0,0.9767752716187912,-1.0649621648619836,0.6298987269683614,0.6298987269683614,2.0739033303180148,-0.04476614810358452,0.5088347298669832
0.0,0.7341593041632576,https://github.com/,200,Users 1-49,text,1,0.0,0.9771497770204152,-1.0649621648619836,0.6298987269683614,0.6298987269683614,0.8973029830152994,-0.04476614810358452,0.8352372726230745
0.0,1.3846836781233895,https://github.com/,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Users 1-8,text,0,0.0,-1.1237546737169044,-2.1323295122263053,0.6298987269683614,0.6298987269683614,-0.3745727951094906,-0.04476614810358452,10.05501133908325
0.0,-0.2407653237350759,Login,422,Users 1-41,text,0,0.0,-1.0452502441224265,0.7181903799746955,0.6298987269683614,0.6298987269683614,-0.21782934440220678,-0.04476614810358452,-0.21569109373958728
0.0,1.1435774990490308,https://github.com/,200,Users 1-25,text,1,0.0,0.9764210097523901,-1.0649621648619836,0.6298987269683614,0.6298987269683614,1.969407696513159,-0.04476614810358452,0.40442494787923494
0.0,0.9447060390260467,https://github.com/,200,Users 1-38,text,1,0.0,0.9767651498511797,-1.0649621648619836,0.6298987269683614,0.6298987269683614,1.8613264282149993,-0.04476614810358452,1.2875170291774791
0.0,0.8972997217234834,https://github.com/,200,Users 1-46,text,1,0.0,0.9770485593443006,-1.0649621648619836,0.6298987269683614,0.6298987269683614,1.446417293989836,-0.04476614810358452,1.1943288592725263
0.0,-0.24288097756510765,Open Repository 1,200,Users 1-12,text,1,0.0,0.879515206640279,-0.1869082828241042,0.6298987269683614,0.6298987269683614,-0.3335941151860177,-0.04476614810358452,-0.21569109373958728
0.0,-0.2475040729714733,Open Repository 1,200,Users 1-18,text,1,0.0,0.8793735018937187,-0.19772619512847234,0.6298987269683614,0.6298987269683614,-0.33513081568314795,-0.04476614810358452,-0.21569109373958728
0.0,0.18330573286239882,Login,422,Users 1-21,text,0,0.0,-1.045149026446312,0.730811277663125,0.6298987269683614,0.6298987269683614,2.4744699265699626,-0.04476614810358452,-0.21569109373958728
0.0,-0.24907122395668202,Open Repository 1,200,Users 1-14,text,1,0.0,0.8794139889641645,-0.195923209744411,0.6298987269683614,0.6298987269683614,-0.33103294769080066,-0.04476614810358452,-0.21569109373958728
0.0,-0.2500898720970677,Open Repository 1,200,Users 1-13,text,1,0.0,0.8791407012386551,-0.21395306358502453,0.6298987269683614,0.6298987269683614,-0.3335941151860177,-0.04476614810358452,-0.21569109373958728
0.0,-0.2477391456192546,Open Repository 1,200,Users 1-17,text,1,0.0,0.8793431365908843,-0.19051425359222693,0.6298987269683614,0.6298987269683614,-0.3320574146888875,-0.04476614810358452,-0.21569109373958728
0.0,-0.22987362438787542,Open Repository 1,200,Users 1-4,text,1,0.0,0.8794139889641645,-0.21034709281690184,0.6298987269683614,0.6298987269683614,-0.3325696481879309,-0.04476614810358452,-0.21569109373958728
0.0,-0.22775797055784366,Login,422,Users 1-31,text,0,0.0,-1.0451186611434775,0.7380232191993704,0.6298987269683614,0.6298987269683614,-0.2229516793926409,-0.04476614810358452,-0.21569109373958728
0.0,1.2103381310189216,https://github.com/,200,Users 1-32,text,1,0.0,0.9770586811119121,-1.0649621648619836,0.6298987269683614,0.6298987269683614,2.476518860566136,-0.04476614810358452,1.8671376880627355
0.0,-0.2461719946340459,Open Repository 1,200,Users 1-20,text,1,0.0,0.8794443542669989,-0.21215007820096318,0.6298987269683614,0.6298987269683614,-0.3335941151860177,-0.04476614810358452,-0.21569109373958728
0.0,-0.2381011670602211,Open Repository 1,200,Users 1-16,text,1,0.0,0.8790900924005978,-0.19412022436034965,0.6298987269683614,0.6298987269683614,-0.33564304918219134,-0.04476614810358452,-0.21569109373958728
0.0,1.1746854461054237,https://github.com/,200,Users 1-40,text,1,0.0,0.9767145410131224,-1.0649621648619836,0.6298987269683614,0.6298987269683614,1.7747589668766628,-0.04476614810358452,1.4846270848926675
0.0,-0.2465637823803481,Open Repository 1,200,Users 1-27,text,1,0.0,0.8792520406823812,-0.18149932667192015,0.6298987269683614,0.6298987269683614,-0.3320574146888875,-0.04476614810358452,-0.21569109373958728
0.0,1.2812517130996155,https://github.com/,200,Users 1-34,text,1,0.0,0.9767449063159568,-1.0649621648619836,0.6298987269683614,0.6298987269683614,2.2654786589602507,-0.04476614810358452,1.6729550094126244
0.0,-0.2457018493384833,Open Repository 1,200,Users 1-28,text,1,0.0,0.879292527752827,-0.2031351512806564,0.6298987269683614,0.6298987269683614,-0.3238616787041929,-0.04476614810358452,-0.21569109373958728
0.0,1.3167476829145923,https://github.com/,200,Users 1-33,text,1,0.0,0.9765424709637276,-1.0649621648619836,0.6298987269683614,0.6298987269683614,2.368437592267976,-0.04476614810358452,1.7705342449151928
0.0,-0.24922793905520288,Open Repository 1,200,Users 1-43,text,1,0.0,0.8793735018937187,-0.2229679905053313,0.6298987269683614,0.6298987269683614,-0.3335941151860177,-0.04476614810358452,-0.21569109373958728
0.0,-0.22094086377218583,Open Repository 1,200,Users 1-3,text,1,0.0,0.8796670331544509,-0.20854410743284046,0.6298987269683614,0.6298987269683614,-0.3279595466965402,-0.04476614810358452,-0.21569109373958728
0.0,-0.24084368128433634,Open Repository 1,200,Users 1-5,text,1,0.0,0.879646789619228,-0.22116500512126996,0.6298987269683614,0.6298987269683614,-0.32591061270036653,-0.04476614810358452,-0.21569109373958728
0.0,1.4544218969651768,https://github.com/,200,Users 1-29,text,1,0.0,0.9770890464147464,-1.0649621648619836,0.6298987269683614,0.6298987269683614,2.10617404075775,-0.04476614810358452,1.624653287838853
0.0,-0.2413921841291594,Login,422,Users 1-36,text,0,0.0,-1.0452300005872035,0.7362202338153091,0.6298987269683614,0.6298987269683614,-0.22141497889551065,-0.04476614810358452,-0.21569109373958728
0.0,1.262994404121934,https://github.com/,200,Users 1-42,text,1,0.0,0.9767651498511797,-1.0649621648619836,0.6298987269683614,0.6298987269683614,1.6149421151751184,-0.04476614810358452,1.318742384538301
0.0,1.383116527138181,https://github.com/,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Users 1-35,text,0,0.0,-1.1237546737169044,-2.1323295122263053,0.6298987269683614,0.6298987269683614,-0.3745727951094906,-0.04476614810358452,10.045741311710508
0.0,-0.24068696618581545,Login,422,Users 1-30,text,0,0.0,-1.0451389046787003,0.730811277663125,0.6298987269683614,0.6298987269683614,-0.21680487740411997,-0.04476614810358452,-0.21569109373958728
0.0,-0.24201904452324285,Login,422,Users 1-50,text,0,0.0,-1.0452502441224265,0.7217963507428182,0.6298987269683614,0.6298987269683614,-0.22602508038690136,-0.04476614810358452,-0.21569109373958728
0.0,-0.2413921841291594,Login,422,Users 1-47,text,0,0.0,-1.0452704876576493,0.7362202338153091,0.6298987269683614,0.6298987269683614,-0.22192721239455407,-0.04476614810358452,-0.21569109373958728
0.0,-0.2417056143262011,Login,422,Users 1-48,text,0,0.0,-1.045128782911089,0.7199933653587569,0.6298987269683614,0.6298987269683614,-0.22397614639072772,-0.04476614810358452,-0.21569109373958728
0.0,1.4064670768177905,https://github.com/,200,Users 1-37,text,1,0.0,0.976572836266562,-1.0649621648619836,0.6298987269683614,0.6298987269683614,9.609882568244679,-0.04476614810358452,2.1232831812569777
0.0,1.384056817729306,https://github.com/,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Users 1-39,text,0,0.0,-1.1237546737169044,-2.1323295122263053,0.6298987269683614,0.6298987269683614,-0.3745727951094906,-0.04476614810358452,10.051108169663149
0.0,-0.24154889922768025,Login,422,Users 1-24,text,0,0.0,-1.0450478087701973,0.7326142630471864,0.6298987269683614,0.6298987269683614,-0.22192721239455407,-0.04476614810358452,-0.21569109373958728
0.0,-0.24131382657989894,Login,422,Users 1-49,text,0,0.0,-1.045240122354815,0.7290082922790636,0.6298987269683614,0.6298987269683614,-0.22090274539646726,-0.04476614810358452,-0.21569109373958728
0.0,0.6280631824646284,Login,422,Users 1-15,text,0,0.0,-1.0450781740730317,0.7217963507428182,0.6298987269683614,0.6298987269683614,5.387029602130798,-0.04476614810358452,-0.21569109373958728
0.0,0.6451451282034033,Login,422,Users 1-19,text,0,0.0,-1.045128782911089,0.7109784384384501,0.6298987269683614,0.6298987269683614,5.492549702933741,-0.04476614810358452,-0.21569109373958728
0.0,-0.22971690928935454,Login,403,Users 1-8,text,0,0.0,-1.1138150979224515,-0.028245569026705063,0.6298987269683614,0.6298987269683614,-0.14457995403899898,-0.04476614810358452,-0.13909139387007108
0.0,0.01914666716178731,Open Repository 1,200,Users 1-23,text,1,0.0,0.8792115536119353,-0.2157560489690859,0.6298987269683614,0.6298987269683614,-0.3335941151860177,-0.04476614810358452,-0.21569109373958728
0.0,-0.24131382657989894,Login,422,Users 1-25,text,0,0.0,-1.0451186611434775,0.730811277663125,0.6298987269683614,0.6298987269683614,-0.22090274539646726,-0.04476614810358452,-0.21569109373958728
0.0,-0.2417056143262011,Login,422,Users 1-38,text,0,0.0,-1.0451591482139233,0.7073724676703274,0.6298987269683614,0.6298987269683614,-0.2234639128916843,-0.04476614810358452,-0.21569109373958728
0.0,1.3850754658696918,https://github.com/,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Users 1-45,text,0,0.0,-1.1237546737169044,-2.1323295122263053,0.6298987269683614,0.6298987269683614,-0.3745727951094906,-0.04476614810358452,10.057938716148328
0.0,1.7816430226767537,https://github.com/,200,Users 1-22,text,1,0.0,0.9763906444495557,-1.0649621648619836,0.6298987269683614,0.6298987269683614,2.275723328941119,-0.04476614810358452,0.6942352773218632
0.0,-0.24107875393211764,Login,422,Users 1-46,text,0,0.0,-1.0452300005872035,0.7344172484312477,0.6298987269683614,0.6298987269683614,-0.2224394458935975,-0.04476614810358452,-0.21569109373958728
0.0,-0.19539630271328398,Open Repository 1,200,Users 1-41,text,1,0.0,0.8791305794710437,-0.21395306358502453,0.6298987269683614,0.6298987269683614,-0.3182271102147154,-0.04476614810358452,-0.21569109373958728
0.0,-0.05631165277601169,Login,422,Users 1-44,text,0,0.0,-1.0452704876576493,0.7344172484312477,0.6298987269683614,0.6298987269683614,-0.1778751314768207,-0.04476614810358452,-0.21569109373958728
0.0,-0.2410003963828572,Login,422,Users 1-32,text,0,0.0,-1.045128782911089,0.7326142630471864,0.6298987269683614,0.6298987269683614,-0.2183415779012502,-0.04476614810358452,-0.21569109373958728
0.0,2.221620661774097,https://github.com/,200,Users 1-2,text,1,0.0,0.9761477220268807,-1.0649621648619836,0.6298987269683614,0.6298987269683614,4.871210468594083,-0.04476614810358452,2.415045095409657
0.0,-0.24201904452324285,Login,422,Users 1-40,text,0,0.0,-1.045128782911089,0.7398262045834317,0.6298987269683614,0.6298987269683614,-0.22551284688785794,-0.04476614810358452,-0.21569109373958728
0.0,-0.23324299900607412,Login,422,Users 1-33,text,0,0.0,-1.045149026446312,0.7217963507428182,0.6298987269683614,0.6298987269683614,-0.21782934440220678,-0.04476614810358452,-0.21569109373958728
0.0,-0.23426164714645978,Login,422,Users 1-29,text,0,0.0,-1.0451186611434775,0.7091754530543888,0.6298987269683614,0.6298987269683614,-0.2188538114002936,-0.04476614810358452,-0.21569109373958728
0.0,-0.23998174824247154,Login,422,Users 1-42,text,0,0.0,-1.045260365890038,0.7217963507428182,0.6298987269683614,0.6298987269683614,-0.21168254241368584,-0.04476614810358452,-0.21569109373958728
0.0,-0.0375841985027677,Open Repository 1,200,Users 1-31,text,1,0.0,0.8796872766896738,-0.20493813666471777,0.6298987269683614,0.6298987269683614,-0.320276044210889,-0.04476614810358452,-0.21569109373958728
0.0,-0.18097851364936393,Login,403,Users 1-35,text,0,0.0,-1.1137644890843943,-0.028245569026705063,0.6298987269683614,0.6298987269683614,0.17402928236600276,-0.04476614810358452,-0.12738188560976285
0.0,-0.22956019419083368,Login,403,Users 1-39,text,0,0.0,-1.1137240020139483,-0.028245569026705063,0.6298987269683614,0.6298987269683614,-0.14355548704091217,-0.04476614810358452,-0.14006718622509676
0.0,-0.22956019419083368,Login,403,Users 1-45,text,0,0.0,-1.11380497615484,-0.028245569026705063,0.6298987269683614,0.6298987269683614,-0.14355548704091217,-0.04476614810358452,-0.13762770533753255
0.0,-0.1195461950291828,Login,422,Users 1-37,text,0,0.0,-1.0451692699815347,0.7272053068950023,0.6298987269683614,0.6298987269683614,0.031116136132891044,-0.04476614810358452,-0.21569109373958728
0.0,-0.2016649066541188,Open Repository 1,200,Users 1-25,text,1,0.0,0.8791407012386551,-0.20493813666471777,0.6298987269683614,0.6298987269683614,-0.23831868436394324,-0.04476614810358452,-0.21569109373958728
0.0,-0.22979526683861498,Login,422,Users 1-22,text,0,0.0,-1.0452704876576493,0.7109784384384501,0.6298987269683614,0.6298987269683614,-0.2224394458935975,-0.04476614810358452,-0.21569109373958728
0.0,-0.22956019419083368,Open Repository 1,200,Users 1-46,text,1,0.0,0.879646789619228,-0.20854410743284046,0.6298987269683614,0.6298987269683614,-0.3305207141917572,-0.04476614810358452,-0.21569109373958728
0.0,-0.010315771360136287,Open Repository 1,200,Users 1-36,text,1,0.0,0.8792115536119353,-0.21034709281690184,0.6298987269683614,0.6298987269683614,-0.3023478717443696,-0.04476614810358452,-0.21569109373958728
0.0,2.3109482679309927,https://github.com/,200,Users 1-26,text,1,0.0,0.9774230647459246,-1.0649621648619836,0.6298987269683614,0.6298987269683614,3.2428201751350794,-0.04476614810358452,1.924709437009251
0.0,-0.11265073069426453,Open Repository 1,200,Users 1-8,text,1,0.0,0.8820456485431439,-0.30229934740403086,0.6298987269683614,0.6298987269683614,-0.12306614707917572,-0.04476614810358452,-0.21569109373958728
0.0,-0.01188292234534499,Open Repository 1,200,Users 1-47,text,1,0.0,0.8794038671965531,-0.21395306358502453,0.6298987269683614,0.6298987269683614,0.040848572614715854,-0.04476614810358452,-0.21569109373958728
0.0,-0.08310993462308049,Open Repository 1,200,Users 1-19,text,1,0.0,0.879515206640279,-0.2031351512806564,0.6298987269683614,0.6298987269683614,-0.19375436994716647,-0.04476614810358452,-0.21569109373958728
0.0,-0.05928923964790822,Open Repository 1,200,Users 1-24,text,1,0.0,0.8796973984572853,-0.17789335590379746,0.6298987269683614,0.6298987269683614,0.19656755632391285,-0.04476614810358452,-0.21569109373958728
0.0,-0.05639001032527212,Open Repository 1,200,Users 1-49,text,1,0.0,0.8792115536119353,-0.22477097588939265,0.6298987269683614,0.6298987269683614,0.11973253146740118,-0.04476614810358452,-0.21569109373958728
0.0,-0.24131382657989894,Login,422,Users 1-2,text,0,0.0,-1.0452097570519805,0.7217963507428182,0.6298987269683614,0.6298987269683614,-0.22090274539646726,-0.04476614810358452,-0.21569109373958728
0.0,-0.08726288473388355,Open Repository 1,200,Users 1-38,text,1,0.0,0.8794544760346104,-0.21034709281690184,0.6298987269683614,0.6298987269683614,-0.0011545743068438585,-0.04476614810358452,-0.21569109373958728
0.0,-0.010785916655698898,Open Repository 1,200,Users 1-48,text,1,0.0,0.8798289814362343,-0.20493813666471777,0.6298987269683614,0.6298987269683614,-0.033425284746578764,-0.04476614810358452,-0.21569109373958728
0.0,0.024318265412976024,Open Repository 1,200,Users 1-50,text,1,0.0,0.8796164243163936,-0.21395306358502453,0.6298987269683614,0.6298987269683614,-0.135871984555261,-0.04476614810358452,-0.21569109373958728
0.0,0.04038156301136522,Open Repository 1,200,Users 1-30,text,1,0.0,0.8797682508305655,-0.20854410743284046,0.6298987269683614,0.6298987269683614,0.23344836825503845,-0.04476614810358452,-0.21569109373958728
0.0,-0.21185138805797535,Open Repository 1,200,Users 1-32,text,1,0.0,0.8794342324993875,-0.2031351512806564,0.6298987269683614,0.6298987269683614,-0.3330818816869743,-0.04476614810358452,-0.21569109373958728
0.0,-0.23559372548388718,Open Repository 1,200,Users 1-40,text,1,0.0,0.879292527752827,-0.19231723897628827,0.6298987269683614,0.6298987269683614,-0.3223249782070627,-0.04476614810358452,-0.21569109373958728
0.0,-0.1617809140805573,Open Repository 1,200,Users 1-33,text,1,0.0,0.8792014318443239,-0.195923209744411,0.6298987269683614,0.6298987269683614,-0.3330818816869743,-0.04476614810358452,-0.21569109373958728
0.0,0.5675711544355726,Open Repository 1,200,Users 1-21,text,1,0.0,0.879292527752827,-0.19772619512847234,0.6298987269683614,0.6298987269683614,-0.2946643692587185,-0.04476614810358452,-0.21569109373958728
